hgnc_symbol	gene_biotype	ensembl_gene_id	ensembl_gene_id_version
USP1	protein_coding	ENSG00000162607	ENSG00000162607.13
GMEB2	protein_coding	ENSG00000101216	ENSG00000101216.11
ARHGEF40	protein_coding	ENSG00000165801	ENSG00000165801.10
HNRNPK	protein_coding	ENSG00000165119	ENSG00000165119.21
KCTD21-AS1	lncRNA	ENSG00000246174	ENSG00000246174.9
EEF1B2P6	processed_pseudogene	ENSG00000213261	ENSG00000213261.3
	lncRNA	ENSG00000246777	ENSG00000246777.1
	lncRNA	ENSG00000285898	ENSG00000285898.1
	processed_pseudogene	ENSG00000243099	ENSG00000243099.1
THYN1	protein_coding	ENSG00000151500	ENSG00000151500.15
FAM185A	protein_coding	ENSG00000222011	ENSG00000222011.9
COPS8P2	processed_pseudogene	ENSG00000214552	ENSG00000214552.4
CAMKMT	protein_coding	ENSG00000143919	ENSG00000143919.15
MHENCR	lncRNA	ENSG00000232442	ENSG00000232442.1
HSPBAP1	protein_coding	ENSG00000169087	ENSG00000169087.11
MAP3K4-AS1	lncRNA	ENSG00000272841	ENSG00000272841.1
FILNC1	lncRNA	ENSG00000231426	ENSG00000231426.7
DUS2	protein_coding	ENSG00000167264	ENSG00000167264.18
STMN3	protein_coding	ENSG00000197457	ENSG00000197457.10
MIA-RAB4B	protein_coding	ENSG00000268975	ENSG00000268975.2
LINC02847	lncRNA	ENSG00000253702	ENSG00000253702.1
CD33	protein_coding	ENSG00000105383	ENSG00000105383.15
SDR16C6P	transcribed_unitary_pseudogene	ENSG00000253542	ENSG00000253542.7
	lncRNA	ENSG00000254337	ENSG00000254337.2
LINC01288	lncRNA	ENSG00000254344	ENSG00000254344.3
RBM15B	protein_coding	ENSG00000259956	ENSG00000259956.2
SNAI2	protein_coding	ENSG00000019549	ENSG00000019549.13
RTEL1-TNFRSF6B	protein_coding	ENSG00000026036	ENSG00000026036.22
OR7E93P	unprocessed_pseudogene	ENSG00000228963	ENSG00000228963.3
LMBRD1	protein_coding	ENSG00000168216	ENSG00000168216.13
UPK1B	protein_coding	ENSG00000114638	ENSG00000114638.8
COMMD4	protein_coding	ENSG00000140365	ENSG00000140365.16
	lncRNA	ENSG00000254031	ENSG00000254031.6
	TEC	ENSG00000279347	ENSG00000279347.1
RPS12P15	processed_pseudogene	ENSG00000240724	ENSG00000240724.2
VXN	protein_coding	ENSG00000169085	ENSG00000169085.13
PAXIP1-AS2	lncRNA	ENSG00000214106	ENSG00000214106.9
ERI3-IT1	lncRNA	ENSG00000233602	ENSG00000233602.1
	lncRNA	ENSG00000233271	ENSG00000233271.1
	lncRNA	ENSG00000285954	ENSG00000285954.1
RNFT1P2	processed_pseudogene	ENSG00000233333	ENSG00000233333.2
AK5	protein_coding	ENSG00000154027	ENSG00000154027.19
	processed_pseudogene	ENSG00000232361	ENSG00000232361.3
SLC5A6	protein_coding	ENSG00000138074	ENSG00000138074.15
CLTRN	protein_coding	ENSG00000147003	ENSG00000147003.7
DNAJB6	protein_coding	ENSG00000105993	ENSG00000105993.15
KRT73-AS1	lncRNA	ENSG00000257495	ENSG00000257495.5
	lncRNA	ENSG00000258125	ENSG00000258125.1
RPL10	protein_coding	ENSG00000147403	ENSG00000147403.18
TNFRSF6B	protein_coding	ENSG00000243509	ENSG00000243509.6
RPL23AP68	processed_pseudogene	ENSG00000242850	ENSG00000242850.3
	lncRNA	ENSG00000271327	ENSG00000271327.1
	lncRNA	ENSG00000277342	ENSG00000277342.1
	TEC	ENSG00000279148	ENSG00000279148.1
ZNF480	protein_coding	ENSG00000198464	ENSG00000198464.14
ARFRP1	protein_coding	ENSG00000101246	ENSG00000101246.20
CCT2	protein_coding	ENSG00000166226	ENSG00000166226.13
MTBP	protein_coding	ENSG00000172167	ENSG00000172167.8
	TEC	ENSG00000279861	ENSG00000279861.1
PLA2G4C-AS1	lncRNA	ENSG00000269420	ENSG00000269420.5
MIA	protein_coding	ENSG00000261857	ENSG00000261857.7
	processed_pseudogene	ENSG00000234108	ENSG00000234108.1
ADH5P2	processed_pseudogene	ENSG00000232676	ENSG00000232676.1
HSPA8P9	processed_pseudogene	ENSG00000241478	ENSG00000241478.1
TXNP2	processed_pseudogene	ENSG00000225167	ENSG00000225167.1
UBE2E1	protein_coding	ENSG00000170142	ENSG00000170142.12
SPATA6	protein_coding	ENSG00000132122	ENSG00000132122.12
CEACAMP11	unprocessed_pseudogene	ENSG00000236123	ENSG00000236123.1
PPIAP59	processed_pseudogene	ENSG00000228674	ENSG00000228674.4
B3GAT1-DT	lncRNA	ENSG00000255545	ENSG00000255545.8
	lncRNA	ENSG00000253489	ENSG00000253489.1
FBXO27	protein_coding	ENSG00000161243	ENSG00000161243.9
RPL31P41	processed_pseudogene	ENSG00000239261	ENSG00000239261.1
CHD7	protein_coding	ENSG00000171316	ENSG00000171316.12
ZNF219	protein_coding	ENSG00000165804	ENSG00000165804.16
	lncRNA	ENSG00000245498	ENSG00000245498.7
MOB4P2	processed_pseudogene	ENSG00000271318	ENSG00000271318.1
LINC02731	lncRNA	ENSG00000204241	ENSG00000204241.8
LENG9	protein_coding	ENSG00000275183	ENSG00000275183.2
	lncRNA	ENSG00000242029	ENSG00000242029.1
RPL9P32	processed_pseudogene	ENSG00000242100	ENSG00000242100.2
	processed_pseudogene	ENSG00000240774	ENSG00000240774.1
	lncRNA	ENSG00000286781	ENSG00000286781.1
CEACAMP4	unprocessed_pseudogene	ENSG00000230681	ENSG00000230681.1
FOXR1	protein_coding	ENSG00000176302	ENSG00000176302.13
	lncRNA	ENSG00000242880	ENSG00000242880.2
MID1	protein_coding	ENSG00000101871	ENSG00000101871.16
NAPSA	protein_coding	ENSG00000131400	ENSG00000131400.8
	lncRNA	ENSG00000240057	ENSG00000240057.6
ST3GAL6-AS1	lncRNA	ENSG00000239445	ENSG00000239445.6
	lncRNA	ENSG00000250950	ENSG00000250950.1
FAM177A1P1	processed_pseudogene	ENSG00000214886	ENSG00000214886.4
CXXC4	protein_coding	ENSG00000168772	ENSG00000168772.11
	lncRNA	ENSG00000178107	ENSG00000178107.2
CKAP2P1	processed_pseudogene	ENSG00000258722	ENSG00000258722.2
TRAT1	protein_coding	ENSG00000163519	ENSG00000163519.14
C1QTNF5	protein_coding	ENSG00000223953	ENSG00000223953.6
RNU6-252P	snRNA	ENSG00000200102	ENSG00000200102.1
OR5AU1	protein_coding	ENSG00000169327	ENSG00000169327.5
AP3S1	protein_coding	ENSG00000177879	ENSG00000177879.17
ESRP1	protein_coding	ENSG00000104413	ENSG00000104413.18
KLHL2P1	unprocessed_pseudogene	ENSG00000250412	ENSG00000250412.1
	snoRNA	ENSG00000223027	ENSG00000223027.1
	processed_pseudogene	ENSG00000213579	ENSG00000213579.3
RNU6-946P	snRNA	ENSG00000206605	ENSG00000206605.1
FKBP4P1	processed_pseudogene	ENSG00000251463	ENSG00000251463.2
GIPC2	protein_coding	ENSG00000137960	ENSG00000137960.6
FAM238C	transcribed_unprocessed_pseudogene	ENSG00000283709	ENSG00000283709.1
	lncRNA	ENSG00000251438	ENSG00000251438.1
SMARCE1P3	processed_pseudogene	ENSG00000259102	ENSG00000259102.2
	processed_pseudogene	ENSG00000258906	ENSG00000258906.2
TUBB4BP5	processed_pseudogene	ENSG00000224062	ENSG00000224062.4
LINC00641	lncRNA	ENSG00000258441	ENSG00000258441.1
WDFY3-AS2	lncRNA	ENSG00000180769	ENSG00000180769.10
CCDC15	protein_coding	ENSG00000149548	ENSG00000149548.15
SUPT16H	protein_coding	ENSG00000092201	ENSG00000092201.10
RNU6-490P	snRNA	ENSG00000199855	ENSG00000199855.1
MASTL	protein_coding	ENSG00000120539	ENSG00000120539.15
ARID3BP1	processed_pseudogene	ENSG00000227288	ENSG00000227288.3
	lncRNA	ENSG00000237852	ENSG00000237852.1
RPE65	protein_coding	ENSG00000116745	ENSG00000116745.7
PSG8	protein_coding	ENSG00000124467	ENSG00000124467.19
	lncRNA	ENSG00000241596	ENSG00000241596.1
TIMMDC1-DT	lncRNA	ENSG00000272662	ENSG00000272662.1
MORC1-AS1	lncRNA	ENSG00000239314	ENSG00000239314.1
EIF1B	protein_coding	ENSG00000114784	ENSG00000114784.4
ANGPTL3	protein_coding	ENSG00000132855	ENSG00000132855.5
	processed_pseudogene	ENSG00000261232	ENSG00000261232.2
LINC00933	transcribed_unprocessed_pseudogene	ENSG00000259728	ENSG00000259728.5
	lncRNA	ENSG00000288097	ENSG00000288097.1
SETP16	processed_pseudogene	ENSG00000254621	ENSG00000254621.1
	lncRNA	ENSG00000231698	ENSG00000231698.2
TNFAIP8L3	protein_coding	ENSG00000183578	ENSG00000183578.8
NOG	protein_coding	ENSG00000183691	ENSG00000183691.6
	lncRNA	ENSG00000285909	ENSG00000285909.1
	lncRNA	ENSG00000286044	ENSG00000286044.1
ZBED2	protein_coding	ENSG00000177494	ENSG00000177494.6
	TEC	ENSG00000279090	ENSG00000279090.1
	lncRNA	ENSG00000255015	ENSG00000255015.1
	processed_pseudogene	ENSG00000266561	ENSG00000266561.2
NECTIN1	protein_coding	ENSG00000110400	ENSG00000110400.11
	processed_pseudogene	ENSG00000259413	ENSG00000259413.2
	processed_pseudogene	ENSG00000259227	ENSG00000259227.2
CCDC47	protein_coding	ENSG00000108588	ENSG00000108588.14
GTPBP8	protein_coding	ENSG00000163607	ENSG00000163607.17
SCAMP2	protein_coding	ENSG00000140497	ENSG00000140497.16
	lncRNA	ENSG00000231412	ENSG00000231412.2
	lncRNA	ENSG00000269392	ENSG00000269392.1
TTC39CP1	processed_pseudogene	ENSG00000250627	ENSG00000250627.2
ZGPAT	protein_coding	ENSG00000197114	ENSG00000197114.12
	lncRNA	ENSG00000285407	ENSG00000285407.1
CEP89	protein_coding	ENSG00000121289	ENSG00000121289.18
	processed_pseudogene	ENSG00000251099	ENSG00000251099.2
	lncRNA	ENSG00000272506	ENSG00000272506.1
UBA6	protein_coding	ENSG00000033178	ENSG00000033178.13
MARCKS	protein_coding	ENSG00000277443	ENSG00000277443.3
ARRDC3	protein_coding	ENSG00000113369	ENSG00000113369.9
GNG12	protein_coding	ENSG00000172380	ENSG00000172380.6
	processed_pseudogene	ENSG00000220960	ENSG00000220960.1
RAB11FIP5	protein_coding	ENSG00000135631	ENSG00000135631.17
SMPDL3A	protein_coding	ENSG00000172594	ENSG00000172594.13
	lncRNA	ENSG00000286429	ENSG00000286429.1
	lncRNA	ENSG00000272855	ENSG00000272855.1
	processed_pseudogene	ENSG00000270549	ENSG00000270549.1
	processed_pseudogene	ENSG00000237163	ENSG00000237163.1
LINC01781	lncRNA	ENSG00000234184	ENSG00000234184.6
RNU2-24P	snRNA	ENSG00000252639	ENSG00000252639.1
RNU7-12P	snRNA	ENSG00000251839	ENSG00000251839.1
	lncRNA	ENSG00000262412	ENSG00000262412.1
KRT8P21	processed_pseudogene	ENSG00000229636	ENSG00000229636.2
LRRC37A6P	transcribed_processed_pseudogene	ENSG00000230445	ENSG00000230445.4
DNAJC6	protein_coding	ENSG00000116675	ENSG00000116675.16
RPL7AP8	processed_pseudogene	ENSG00000230507	ENSG00000230507.5
OPN4	protein_coding	ENSG00000122375	ENSG00000122375.12
PABPN1L	protein_coding	ENSG00000205022	ENSG00000205022.9
	processed_pseudogene	ENSG00000233683	ENSG00000233683.1
	lncRNA	ENSG00000251660	ENSG00000251660.1
NDUFS5P1	processed_pseudogene	ENSG00000218424	ENSG00000218424.2
	lncRNA	ENSG00000260830	ENSG00000260830.1
SNORD9	snoRNA	ENSG00000199436	ENSG00000199436.1
ATP6V0A4	protein_coding	ENSG00000105929	ENSG00000105929.16
ANG	protein_coding	ENSG00000214274	ENSG00000214274.10
	lncRNA	ENSG00000287026	ENSG00000287026.1
SOCS5	protein_coding	ENSG00000171150	ENSG00000171150.9
	lncRNA	ENSG00000279342	ENSG00000279342.2
	processed_pseudogene	ENSG00000254515	ENSG00000254515.1
MIR7-1	miRNA	ENSG00000284179	ENSG00000284179.1
HECA	protein_coding	ENSG00000112406	ENSG00000112406.5
	lncRNA	ENSG00000235298	ENSG00000235298.1
	lncRNA	ENSG00000255475	ENSG00000255475.1
HMGB3P26	processed_pseudogene	ENSG00000259428	ENSG00000259428.1
RMI1	protein_coding	ENSG00000178966	ENSG00000178966.17
DDX18P5	processed_pseudogene	ENSG00000255220	ENSG00000255220.1
RPSAP5	processed_pseudogene	ENSG00000243904	ENSG00000243904.1
RPL10AP1	processed_pseudogene	ENSG00000244691	ENSG00000244691.1
LINC01395	lncRNA	ENSG00000281097	ENSG00000281097.1
	lncRNA	ENSG00000230975	ENSG00000230975.1
CKB	protein_coding	ENSG00000166165	ENSG00000166165.13
	TEC	ENSG00000278945	ENSG00000278945.1
PPP1R14BP5	processed_pseudogene	ENSG00000213133	ENSG00000213133.4
ANAPC1P2	unprocessed_pseudogene	ENSG00000231259	ENSG00000231259.5
UBASH3B	protein_coding	ENSG00000154127	ENSG00000154127.10
NPM1P36	processed_pseudogene	ENSG00000214604	ENSG00000214604.3
	processed_pseudogene	ENSG00000217195	ENSG00000217195.1
NACAP7	processed_pseudogene	ENSG00000218965	ENSG00000218965.1
SLC25A46	protein_coding	ENSG00000164209	ENSG00000164209.17
GPR75	protein_coding	ENSG00000119737	ENSG00000119737.6
	processed_pseudogene	ENSG00000219298	ENSG00000219298.1
TAB2	protein_coding	ENSG00000055208	ENSG00000055208.19
	lncRNA	ENSG00000285755	ENSG00000285755.2
	misc_RNA	ENSG00000202523	ENSG00000202523.1
	lncRNA	ENSG00000227463	ENSG00000227463.3
OR7E46P	unprocessed_pseudogene	ENSG00000234485	ENSG00000234485.5
FAHD2A	protein_coding	ENSG00000115042	ENSG00000115042.10
ITGA3	protein_coding	ENSG00000005884	ENSG00000005884.18
	processed_pseudogene	ENSG00000270166	ENSG00000270166.1
	lncRNA	ENSG00000288586	ENSG00000288586.1
TESK1	protein_coding	ENSG00000107140	ENSG00000107140.16
	processed_pseudogene	ENSG00000261151	ENSG00000261151.1
	processed_pseudogene	ENSG00000259864	ENSG00000259864.1
	lncRNA	ENSG00000259711	ENSG00000259711.1
	lncRNA	ENSG00000261471	ENSG00000261471.1
	lncRNA	ENSG00000260237	ENSG00000260237.1
RARRES2P7	processed_pseudogene	ENSG00000260812	ENSG00000260812.1
TMTC2	protein_coding	ENSG00000179104	ENSG00000179104.9
	TEC	ENSG00000280152	ENSG00000280152.1
	lncRNA	ENSG00000272631	ENSG00000272631.1
	lncRNA	ENSG00000261095	ENSG00000261095.1
	lncRNA	ENSG00000239311	ENSG00000239311.1
	lncRNA	ENSG00000273461	ENSG00000273461.5
	lncRNA	ENSG00000224149	ENSG00000224149.1
TRAPPC3L	protein_coding	ENSG00000173626	ENSG00000173626.10
C3orf56	protein_coding	ENSG00000214324	ENSG00000214324.5
RPAP2P1	processed_pseudogene	ENSG00000270874	ENSG00000270874.1
C16orf74	protein_coding	ENSG00000154102	ENSG00000154102.11
AK4	protein_coding	ENSG00000162433	ENSG00000162433.15
ANKRD26	protein_coding	ENSG00000107890	ENSG00000107890.17
GPR42	protein_coding	ENSG00000126251	ENSG00000126251.6
OSTCP1	transcribed_processed_pseudogene	ENSG00000243775	ENSG00000243775.2
KPNA1	protein_coding	ENSG00000114030	ENSG00000114030.13
RSPH4A	protein_coding	ENSG00000111834	ENSG00000111834.13
AURKC	protein_coding	ENSG00000105146	ENSG00000105146.13
SLC18B1	protein_coding	ENSG00000146409	ENSG00000146409.12
	processed_pseudogene	ENSG00000254590	ENSG00000254590.1
	processed_pseudogene	ENSG00000255342	ENSG00000255342.1
	lncRNA	ENSG00000250073	ENSG00000250073.3
	lncRNA	ENSG00000260285	ENSG00000260285.1
	lncRNA	ENSG00000261651	ENSG00000261651.1
TRMT61A	protein_coding	ENSG00000166166	ENSG00000166166.13
	lncRNA	ENSG00000255348	ENSG00000255348.1
RCC2P8	processed_pseudogene	ENSG00000250185	ENSG00000250185.2
FENDRR	lncRNA	ENSG00000268388	ENSG00000268388.6
RPSAP35	processed_pseudogene	ENSG00000237684	ENSG00000237684.1
BAK1P2	processed_pseudogene	ENSG00000236616	ENSG00000236616.3
INTS12	protein_coding	ENSG00000138785	ENSG00000138785.15
	lncRNA	ENSG00000281386	ENSG00000281386.1
	TEC	ENSG00000279117	ENSG00000279117.1
PHBP17	processed_pseudogene	ENSG00000254407	ENSG00000254407.1
C2CD4B	protein_coding	ENSG00000205502	ENSG00000205502.4
	lncRNA	ENSG00000236129	ENSG00000236129.1
	protein_coding	ENSG00000273154	ENSG00000273154.3
OPCML-IT2	lncRNA	ENSG00000255371	ENSG00000255371.1
	processed_pseudogene	ENSG00000254941	ENSG00000254941.1
	lncRNA	ENSG00000261136	ENSG00000261136.1
RNU7-160P	snRNA	ENSG00000252469	ENSG00000252469.1
LEPROT	protein_coding	ENSG00000213625	ENSG00000213625.9
	lncRNA	ENSG00000258851	ENSG00000258851.1
TMEM225	protein_coding	ENSG00000204300	ENSG00000204300.7
	lncRNA	ENSG00000274501	ENSG00000274501.1
SNUPN	protein_coding	ENSG00000169371	ENSG00000169371.14
LIME1	protein_coding	ENSG00000203896	ENSG00000203896.10
PM20D2	protein_coding	ENSG00000146281	ENSG00000146281.6
KLC1	protein_coding	ENSG00000126214	ENSG00000126214.21
	lncRNA	ENSG00000275040	ENSG00000275040.1
ANO1	protein_coding	ENSG00000131620	ENSG00000131620.17
RNU6-1274P	snRNA	ENSG00000207287	ENSG00000207287.1
RPL13AP5	processed_pseudogene	ENSG00000236552	ENSG00000236552.2
	lncRNA	ENSG00000285848	ENSG00000285848.1
MIR607	miRNA	ENSG00000207976	ENSG00000207976.1
HMGN2P35	processed_pseudogene	ENSG00000232875	ENSG00000232875.1
CALHM4	protein_coding	ENSG00000164451	ENSG00000164451.13
	lncRNA	ENSG00000275393	ENSG00000275393.1
LINC02193	lncRNA	ENSG00000260923	ENSG00000260923.7
SLIT1	protein_coding	ENSG00000187122	ENSG00000187122.17
	processed_pseudogene	ENSG00000238254	ENSG00000238254.3
MIR4667	miRNA	ENSG00000263892	ENSG00000263892.3
CSNK1A1P3	processed_pseudogene	ENSG00000250162	ENSG00000250162.1
CD72	protein_coding	ENSG00000137101	ENSG00000137101.13
	TEC	ENSG00000279584	ENSG00000279584.1
	lncRNA	ENSG00000250949	ENSG00000250949.1
LINC02457	lncRNA	ENSG00000258018	ENSG00000258018.2
	lncRNA	ENSG00000248443	ENSG00000248443.1
ZCCHC9	protein_coding	ENSG00000131732	ENSG00000131732.12
RAD54L	protein_coding	ENSG00000085999	ENSG00000085999.13
	TEC	ENSG00000279378	ENSG00000279378.1
APPL2	protein_coding	ENSG00000136044	ENSG00000136044.12
ADD2	protein_coding	ENSG00000075340	ENSG00000075340.23
	lncRNA	ENSG00000261116	ENSG00000261116.1
CBFA2T3	protein_coding	ENSG00000129993	ENSG00000129993.15
PNRC1-DT	lncRNA	ENSG00000271931	ENSG00000271931.1
LINC02528	lncRNA	ENSG00000226004	ENSG00000226004.1
	processed_pseudogene	ENSG00000219150	ENSG00000219150.2
RPL7P29	processed_pseudogene	ENSG00000214457	ENSG00000214457.3
LINC00242	lncRNA	ENSG00000229214	ENSG00000229214.2
	lncRNA	ENSG00000227192	ENSG00000227192.1
CYCSP55	processed_pseudogene	ENSG00000214810	ENSG00000214810.4
	lncRNA	ENSG00000224658	ENSG00000224658.1
TNFRSF21	protein_coding	ENSG00000146072	ENSG00000146072.6
	protein_coding	ENSG00000273047	ENSG00000273047.1
SLC2A4RG	protein_coding	ENSG00000125520	ENSG00000125520.14
SMIM17	protein_coding	ENSG00000268182	ENSG00000268182.6
	processed_pseudogene	ENSG00000218793	ENSG00000218793.1
	lncRNA	ENSG00000268595	ENSG00000268595.1
ALDH8A1	protein_coding	ENSG00000118514	ENSG00000118514.14
ZNF541	protein_coding	ENSG00000118156	ENSG00000118156.12
LRRC4	protein_coding	ENSG00000128594	ENSG00000128594.8
SLC35B4	protein_coding	ENSG00000205060	ENSG00000205060.11
SMC1A	protein_coding	ENSG00000072501	ENSG00000072501.19
	processed_pseudogene	ENSG00000251204	ENSG00000251204.1
	processed_pseudogene	ENSG00000240052	ENSG00000240052.1
RBMXP4	processed_pseudogene	ENSG00000249465	ENSG00000249465.1
LMNB1-DT	lncRNA	ENSG00000251072	ENSG00000251072.2
RPL37P25	processed_pseudogene	ENSG00000251597	ENSG00000251597.1
NDNF	protein_coding	ENSG00000173376	ENSG00000173376.14
CCT7P2	processed_pseudogene	ENSG00000249958	ENSG00000249958.1
LINC01848	lncRNA	ENSG00000254106	ENSG00000254106.1
	lncRNA	ENSG00000283897	ENSG00000283897.2
	unprocessed_pseudogene	ENSG00000251158	ENSG00000251158.1
SEPTIN7P10	processed_pseudogene	ENSG00000248885	ENSG00000248885.1
	unprocessed_pseudogene	ENSG00000273978	ENSG00000273978.1
	processed_pseudogene	ENSG00000270682	ENSG00000270682.1
CDH12P4	unprocessed_pseudogene	ENSG00000253900	ENSG00000253900.1
SLC9A6	protein_coding	ENSG00000198689	ENSG00000198689.13
LINC01609	lncRNA	ENSG00000253103	ENSG00000253103.2
LMNB1	protein_coding	ENSG00000113368	ENSG00000113368.12
	lncRNA	ENSG00000231393	ENSG00000231393.1
	lncRNA	ENSG00000227933	ENSG00000227933.1
SIT1	protein_coding	ENSG00000137078	ENSG00000137078.9
	lncRNA	ENSG00000229299	ENSG00000229299.2
ZBTB46-AS1	lncRNA	ENSG00000231208	ENSG00000231208.4
SLC25A32	protein_coding	ENSG00000164933	ENSG00000164933.12
RTEL1	protein_coding	ENSG00000258366	ENSG00000258366.10
STPG2	protein_coding	ENSG00000163116	ENSG00000163116.10
DUBR	lncRNA	ENSG00000243701	ENSG00000243701.7
GTF3C6P3	processed_pseudogene	ENSG00000270196	ENSG00000270196.1
CREB3L2	protein_coding	ENSG00000182158	ENSG00000182158.15
	unprocessed_pseudogene	ENSG00000218048	ENSG00000218048.2
STX11	protein_coding	ENSG00000135604	ENSG00000135604.10
	lncRNA	ENSG00000226149	ENSG00000226149.6
	lncRNA	ENSG00000279206	ENSG00000279206.1
	lncRNA	ENSG00000261079	ENSG00000261079.1
WDR72	protein_coding	ENSG00000166415	ENSG00000166415.15
	lncRNA	ENSG00000261638	ENSG00000261638.2
	lncRNA	ENSG00000287125	ENSG00000287125.1
	processed_pseudogene	ENSG00000253499	ENSG00000253499.2
	lncRNA	ENSG00000227455	ENSG00000227455.3
	lncRNA	ENSG00000261697	ENSG00000261697.5
	lncRNA	ENSG00000253622	ENSG00000253622.1
	processed_pseudogene	ENSG00000253750	ENSG00000253750.1
	lncRNA	ENSG00000228124	ENSG00000228124.1
LTV1P1	processed_pseudogene	ENSG00000250219	ENSG00000250219.2
RPSAP48	processed_pseudogene	ENSG00000240590	ENSG00000240590.1
	lncRNA	ENSG00000253614	ENSG00000253614.1
	lncRNA	ENSG00000269506	ENSG00000269506.2
KRT18P21	processed_pseudogene	ENSG00000250363	ENSG00000250363.1
	unprocessed_pseudogene	ENSG00000278193	ENSG00000278193.1
RMRP	lncRNA	ENSG00000269900	ENSG00000269900.3
RNGTT	protein_coding	ENSG00000111880	ENSG00000111880.16
DNAJA2-DT	lncRNA	ENSG00000261173	ENSG00000261173.1
	processed_pseudogene	ENSG00000253760	ENSG00000253760.1
	lncRNA	ENSG00000287520	ENSG00000287520.1
RMRP	ribozyme	ENSG00000277027	ENSG00000277027.1
	lncRNA	ENSG00000259881	ENSG00000259881.1
	lncRNA	ENSG00000254201	ENSG00000254201.1
	processed_pseudogene	ENSG00000271302	ENSG00000271302.1
	processed_pseudogene	ENSG00000248750	ENSG00000248750.2
CXXC4-AS1	lncRNA	ENSG00000245384	ENSG00000245384.2
PPFIA3	protein_coding	ENSG00000177380	ENSG00000177380.14
	lncRNA	ENSG00000286967	ENSG00000286967.1
RRS1-AS1	lncRNA	ENSG00000246145	ENSG00000246145.1
MIX23	protein_coding	ENSG00000160124	ENSG00000160124.9
CCDC107	protein_coding	ENSG00000159884	ENSG00000159884.12
	lncRNA	ENSG00000253842	ENSG00000253842.2
FOXF1	protein_coding	ENSG00000103241	ENSG00000103241.7
PARM1-AS1	lncRNA	ENSG00000249717	ENSG00000249717.1
MTERF3	protein_coding	ENSG00000156469	ENSG00000156469.9
	lncRNA	ENSG00000260701	ENSG00000260701.2
NT5C3AP1	transcribed_processed_pseudogene	ENSG00000213492	ENSG00000213492.2
	transcribed_unprocessed_pseudogene	ENSG00000260404	ENSG00000260404.3
MAFTRR	lncRNA	ENSG00000261390	ENSG00000261390.6
ARHGEF38-IT1	lncRNA	ENSG00000249885	ENSG00000249885.1
	transcribed_processed_pseudogene	ENSG00000249259	ENSG00000249259.3
TMPRSS11CP	unprocessed_pseudogene	ENSG00000232398	ENSG00000232398.1
RPL23AP94	processed_pseudogene	ENSG00000248439	ENSG00000248439.2
IFITM3P1	processed_pseudogene	ENSG00000236562	ENSG00000236562.4
CICP16	processed_pseudogene	ENSG00000248213	ENSG00000248213.3
	lncRNA	ENSG00000250149	ENSG00000250149.2
	processed_pseudogene	ENSG00000271128	ENSG00000271128.1
ETNPPL	protein_coding	ENSG00000164089	ENSG00000164089.9
NPM1P23	transcribed_processed_pseudogene	ENSG00000242109	ENSG00000242109.1
COL6A4P2	transcribed_unitary_pseudogene	ENSG00000228252	ENSG00000228252.9
CDYL2	protein_coding	ENSG00000166446	ENSG00000166446.15
NREP	protein_coding	ENSG00000134986	ENSG00000134986.14
RPL31P12	processed_pseudogene	ENSG00000227207	ENSG00000227207.2
LINC02796	lncRNA	ENSG00000227016	ENSG00000227016.3
KDM4A-AS1	lncRNA	ENSG00000236200	ENSG00000236200.6
ARHGEF39	protein_coding	ENSG00000137135	ENSG00000137135.18
SMARCE1	protein_coding	ENSG00000073584	ENSG00000073584.20
PPP4R2	protein_coding	ENSG00000163605	ENSG00000163605.15
NDUFS5P3	processed_pseudogene	ENSG00000233664	ENSG00000233664.1
NFIA-AS2	lncRNA	ENSG00000237928	ENSG00000237928.6
MTND4P3	unprocessed_pseudogene	ENSG00000225959	ENSG00000225959.1
TRBV5-2	TR_V_pseudogene	ENSG00000242771	ENSG00000242771.1
CAPZA1P5	processed_pseudogene	ENSG00000270729	ENSG00000270729.1
	processed_pseudogene	ENSG00000232145	ENSG00000232145.1
MRPL42P4	processed_pseudogene	ENSG00000242552	ENSG00000242552.1
	lncRNA	ENSG00000286380	ENSG00000286380.1
	lncRNA	ENSG00000256281	ENSG00000256281.1
CACHD1	protein_coding	ENSG00000158966	ENSG00000158966.16
POR	protein_coding	ENSG00000127948	ENSG00000127948.16
PHLDB1	protein_coding	ENSG00000019144	ENSG00000019144.19
	transcribed_processed_pseudogene	ENSG00000257512	ENSG00000257512.1
CENPT	protein_coding	ENSG00000102901	ENSG00000102901.13
	processed_pseudogene	ENSG00000244441	ENSG00000244441.1
	lncRNA	ENSG00000286107	ENSG00000286107.1
	processed_pseudogene	ENSG00000243483	ENSG00000243483.1
	lncRNA	ENSG00000256915	ENSG00000256915.2
RN7SL22P	misc_RNA	ENSG00000243136	ENSG00000243136.3
CA9	protein_coding	ENSG00000107159	ENSG00000107159.13
ACP3	protein_coding	ENSG00000014257	ENSG00000014257.16
PCNPP1	processed_pseudogene	ENSG00000258359	ENSG00000258359.1
	lncRNA	ENSG00000256325	ENSG00000256325.1
HOXC6	protein_coding	ENSG00000197757	ENSG00000197757.8
	lncRNA	ENSG00000228862	ENSG00000228862.4
	lncRNA	ENSG00000224733	ENSG00000224733.1
MTCYBP36	processed_pseudogene	ENSG00000216853	ENSG00000216853.1
OGFRL1	protein_coding	ENSG00000119900	ENSG00000119900.9
C8orf37	protein_coding	ENSG00000156172	ENSG00000156172.6
	processed_pseudogene	ENSG00000259569	ENSG00000259569.2
